name	pos	count
AMELY	23892.5	1.0
DAZ	55820.0	1.0
KDM5D	27813.5	1.0
NLGN4Y	73682.0	2.0
PCDH11Y	373999.5	6.0
PRKY	35342.0	5.0
PRY	34694.5	1.0
TBL1Y	52892.5	7.0
TGIF2LY	3866.0	9.0
TXLNGY	18973.5	1.0
USP9Y	151341.5	1.0
UTY	224199.0	5.0
XKRY	2871.5	1.0
chrX	82151751.5	20.0
chrY.background	581636.0	1.0
