AR	ind	sample_id	region	sex	median_cov	normalized_cov
4_0	ERR1019060	S_Miao-1	EastAsia	XY	14	0.933333333333333
5_0	ERR1019060	S_Miao-1	EastAsia	XY	9	0.6
6_0	ERR1019060	S_Miao-1	EastAsia	XY	256	17.0666666666667
8_0	ERR1019060	S_Miao-1	EastAsia	XY	28	1.86666666666667
9_0	ERR1019060	S_Miao-1	EastAsia	XY	21	1.4
10_0	ERR1019060	S_Miao-1	EastAsia	XY	26	1.73333333333333
10_1	ERR1019060	S_Miao-1	EastAsia	XY	27	1.8
11_0	ERR1019060	S_Miao-1	EastAsia	XY	30	2
12_0	ERR1019060	S_Miao-1	EastAsia	XY	33	2.2
13_0	ERR1019060	S_Miao-1	EastAsia	XY	29	1.93333333333333
14_0	ERR1019060	S_Miao-1	EastAsia	XY	30	2
14_1	ERR1019060	S_Miao-1	EastAsia	XY	25	1.66666666666667
16_0	ERR1019060	S_Miao-1	EastAsia	XY	21	1.4
17_0	ERR1019060	S_Miao-1	EastAsia	XY	11	0.733333333333333
17_1	ERR1019060	S_Miao-1	EastAsia	XY	31	2.06666666666667
18_0	ERR1019060	S_Miao-1	EastAsia	XY	26	1.73333333333333
18_1	ERR1019060	S_Miao-1	EastAsia	XY	15	1
21_0	ERR1019060	S_Miao-1	EastAsia	XY	613	40.8666666666667
23_0	ERR1019060	S_Miao-1	EastAsia	XY	32	2.13333333333333
24_0	ERR1019060	S_Miao-1	EastAsia	XY	63	4.2
25_0	ERR1019060	S_Miao-1	EastAsia	XY	17	1.13333333333333
26_0	ERR1019060	S_Miao-1	EastAsia	XY	111	7.4
27_0	ERR1019060	S_Miao-1	EastAsia	XY	49	3.26666666666667
29_0	ERR1019060	S_Miao-1	EastAsia	XY	20	1.33333333333333
29_1	ERR1019060	S_Miao-1	EastAsia	XY	23	1.53333333333333
29_2	ERR1019060	S_Miao-1	EastAsia	XY	21	1.4
30_0	ERR1019060	S_Miao-1	EastAsia	XY	22	1.46666666666667
30_1	ERR1019060	S_Miao-1	EastAsia	XY	32	2.13333333333333
31_0	ERR1019060	S_Miao-1	EastAsia	XY	20	1.33333333333333
31_1	ERR1019060	S_Miao-1	EastAsia	XY	27	1.8
32_0	ERR1019060	S_Miao-1	EastAsia	XY	24	1.6
32_1	ERR1019060	S_Miao-1	EastAsia	XY	22	1.46666666666667
33_0	ERR1019060	S_Miao-1	EastAsia	XY	36	2.4
34_0	ERR1019060	S_Miao-1	EastAsia	XY	29	1.93333333333333
DMD	ERR1019060	S_Miao-1	EastAsia	XY	16	1.06666666666667
4_0	ERR1347723	S_BantuTswana-2	Africa	XY	16	0.888888888888889
5_0	ERR1347723	S_BantuTswana-2	Africa	XY	14	0.777777777777778
6_0	ERR1347723	S_BantuTswana-2	Africa	XY	347	19.2777777777778
8_0	ERR1347723	S_BantuTswana-2	Africa	XY	33	1.83333333333333
9_0	ERR1347723	S_BantuTswana-2	Africa	XY	25	1.38888888888889
10_0	ERR1347723	S_BantuTswana-2	Africa	XY	29	1.61111111111111
10_1	ERR1347723	S_BantuTswana-2	Africa	XY	33	1.83333333333333
11_0	ERR1347723	S_BantuTswana-2	Africa	XY	34	1.88888888888889
12_0	ERR1347723	S_BantuTswana-2	Africa	XY	39	2.16666666666667
13_0	ERR1347723	S_BantuTswana-2	Africa	XY	33	1.83333333333333
14_0	ERR1347723	S_BantuTswana-2	Africa	XY	35	1.94444444444444
14_1	ERR1347723	S_BantuTswana-2	Africa	XY	28	1.55555555555556
16_0	ERR1347723	S_BantuTswana-2	Africa	XY	28	1.55555555555556
17_0	ERR1347723	S_BantuTswana-2	Africa	XY	12	0.666666666666667
17_1	ERR1347723	S_BantuTswana-2	Africa	XY	37	2.05555555555556
18_0	ERR1347723	S_BantuTswana-2	Africa	XY	29	1.61111111111111
18_1	ERR1347723	S_BantuTswana-2	Africa	XY	16	0.888888888888889
21_0	ERR1347723	S_BantuTswana-2	Africa	XY	781	43.3888888888889
23_0	ERR1347723	S_BantuTswana-2	Africa	XY	36	2
24_0	ERR1347723	S_BantuTswana-2	Africa	XY	81	4.5
25_0	ERR1347723	S_BantuTswana-2	Africa	XY	21	1.16666666666667
26_0	ERR1347723	S_BantuTswana-2	Africa	XY	120	6.66666666666667
27_0	ERR1347723	S_BantuTswana-2	Africa	XY	92	5.11111111111111
29_0	ERR1347723	S_BantuTswana-2	Africa	XY	23	1.27777777777778
29_1	ERR1347723	S_BantuTswana-2	Africa	XY	27	1.5
29_2	ERR1347723	S_BantuTswana-2	Africa	XY	26	1.44444444444444
30_0	ERR1347723	S_BantuTswana-2	Africa	XY	24	1.33333333333333
30_1	ERR1347723	S_BantuTswana-2	Africa	XY	34	1.88888888888889
31_0	ERR1347723	S_BantuTswana-2	Africa	XY	24	1.33333333333333
31_1	ERR1347723	S_BantuTswana-2	Africa	XY	32	1.77777777777778
32_0	ERR1347723	S_BantuTswana-2	Africa	XY	44	2.44444444444444
32_1	ERR1347723	S_BantuTswana-2	Africa	XY	28	1.55555555555556
33_0	ERR1347723	S_BantuTswana-2	Africa	XY	39	2.16666666666667
34_0	ERR1347723	S_BantuTswana-2	Africa	XY	34	1.88888888888889
DMD	ERR1347723	S_BantuTswana-2	Africa	XY	19	1.05555555555556
4_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	18	1
5_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	18	1
6_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	384	21.3333333333333
8_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	36	2
9_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	31	1.72222222222222
10_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	31	1.72222222222222
10_1	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	38	2.11111111111111
11_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	36	2
12_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	40	2.22222222222222
13_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	34	1.88888888888889
14_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	37	2.05555555555556
14_1	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	32	1.77777777777778
16_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	34	1.88888888888889
17_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	14	0.777777777777778
17_1	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	38	2.11111111111111
18_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	35	1.94444444444444
18_1	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	19	1.05555555555556
21_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	1291.5	71.75
23_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	37	2.05555555555556
24_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	69	3.83333333333333
25_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	20	1.11111111111111
26_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	174	9.66666666666667
27_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	78	4.33333333333333
29_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	30	1.66666666666667
29_1	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	33	1.83333333333333
29_2	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	32	1.77777777777778
30_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	33	1.83333333333333
30_1	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	40	2.22222222222222
31_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	29	1.61111111111111
31_1	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	34	1.88888888888889
32_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	51	2.83333333333333
32_1	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	35	1.94444444444444
33_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	40	2.22222222222222
34_0	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	37	2.05555555555556
DMD	ERR1019034	S_Altaian-1	CentralAsiaSiberia	XY	19	1.05555555555556
4_0	ERR1019035	S_Balochi-1	SouthAsia	XY	18	0.947368421052632
5_0	ERR1019035	S_Balochi-1	SouthAsia	XY	14	0.736842105263158
6_0	ERR1019035	S_Balochi-1	SouthAsia	XY	303	15.9473684210526
8_0	ERR1019035	S_Balochi-1	SouthAsia	XY	37	1.94736842105263
9_0	ERR1019035	S_Balochi-1	SouthAsia	XY	27	1.42105263157895
10_0	ERR1019035	S_Balochi-1	SouthAsia	XY	35	1.84210526315789
10_1	ERR1019035	S_Balochi-1	SouthAsia	XY	37	1.94736842105263
11_0	ERR1019035	S_Balochi-1	SouthAsia	XY	38	2
12_0	ERR1019035	S_Balochi-1	SouthAsia	XY	41	2.15789473684211
13_0	ERR1019035	S_Balochi-1	SouthAsia	XY	39	2.05263157894737
14_0	ERR1019035	S_Balochi-1	SouthAsia	XY	39	2.05263157894737
14_1	ERR1019035	S_Balochi-1	SouthAsia	XY	32	1.68421052631579
16_0	ERR1019035	S_Balochi-1	SouthAsia	XY	34	1.78947368421053
17_0	ERR1019035	S_Balochi-1	SouthAsia	XY	16	0.842105263157895
17_1	ERR1019035	S_Balochi-1	SouthAsia	XY	40	2.10526315789474
18_0	ERR1019035	S_Balochi-1	SouthAsia	XY	35	1.84210526315789
18_1	ERR1019035	S_Balochi-1	SouthAsia	XY	19	1
21_0	ERR1019035	S_Balochi-1	SouthAsia	XY	864	45.4736842105263
23_0	ERR1019035	S_Balochi-1	SouthAsia	XY	42	2.21052631578947
24_0	ERR1019035	S_Balochi-1	SouthAsia	XY	91	4.78947368421053
25_0	ERR1019035	S_Balochi-1	SouthAsia	XY	23	1.21052631578947
26_0	ERR1019035	S_Balochi-1	SouthAsia	XY	134	7.05263157894737
27_0	ERR1019035	S_Balochi-1	SouthAsia	XY	60	3.15789473684211
29_0	ERR1019035	S_Balochi-1	SouthAsia	XY	29	1.52631578947368
29_1	ERR1019035	S_Balochi-1	SouthAsia	XY	33	1.73684210526316
29_2	ERR1019035	S_Balochi-1	SouthAsia	XY	31	1.63157894736842
30_0	ERR1019035	S_Balochi-1	SouthAsia	XY	28	1.47368421052632
30_1	ERR1019035	S_Balochi-1	SouthAsia	XY	41	2.15789473684211
31_0	ERR1019035	S_Balochi-1	SouthAsia	XY	28	1.47368421052632
31_1	ERR1019035	S_Balochi-1	SouthAsia	XY	36	1.89473684210526
32_0	ERR1019035	S_Balochi-1	SouthAsia	XY	50	2.63157894736842
32_1	ERR1019035	S_Balochi-1	SouthAsia	XY	32	1.68421052631579
33_0	ERR1019035	S_Balochi-1	SouthAsia	XY	43	2.26315789473684
34_0	ERR1019035	S_Balochi-1	SouthAsia	XY	39	2.05263157894737
DMD	ERR1019035	S_Balochi-1	SouthAsia	XY	20	1.05263157894737
4_0	ERR1019038	S_Japanese-1	EastAsia	XY	37	0.973684210526316
5_0	ERR1019038	S_Japanese-1	EastAsia	XY	32	0.842105263157895
6_0	ERR1019038	S_Japanese-1	EastAsia	XY	827	21.7631578947368
8_0	ERR1019038	S_Japanese-1	EastAsia	XY	71	1.86842105263158
9_0	ERR1019038	S_Japanese-1	EastAsia	XY	60	1.57894736842105
10_0	ERR1019038	S_Japanese-1	EastAsia	XY	67	1.76315789473684
10_1	ERR1019038	S_Japanese-1	EastAsia	XY	74	1.94736842105263
11_0	ERR1019038	S_Japanese-1	EastAsia	XY	76	2
12_0	ERR1019038	S_Japanese-1	EastAsia	XY	81	2.13157894736842
13_0	ERR1019038	S_Japanese-1	EastAsia	XY	77	2.02631578947368
14_0	ERR1019038	S_Japanese-1	EastAsia	XY	75	1.97368421052632
14_1	ERR1019038	S_Japanese-1	EastAsia	XY	67	1.76315789473684
16_0	ERR1019038	S_Japanese-1	EastAsia	XY	67	1.76315789473684
17_0	ERR1019038	S_Japanese-1	EastAsia	XY	27	0.710526315789474
17_1	ERR1019038	S_Japanese-1	EastAsia	XY	77	2.02631578947368
18_0	ERR1019038	S_Japanese-1	EastAsia	XY	76	2
18_1	ERR1019038	S_Japanese-1	EastAsia	XY	39	1.02631578947368
21_0	ERR1019038	S_Japanese-1	EastAsia	XY	1329	34.9736842105263
23_0	ERR1019038	S_Japanese-1	EastAsia	XY	80	2.10526315789474
24_0	ERR1019038	S_Japanese-1	EastAsia	XY	215	5.65789473684211
25_0	ERR1019038	S_Japanese-1	EastAsia	XY	45	1.18421052631579
26_0	ERR1019038	S_Japanese-1	EastAsia	XY	261	6.86842105263158
27_0	ERR1019038	S_Japanese-1	EastAsia	XY	122	3.21052631578947
29_0	ERR1019038	S_Japanese-1	EastAsia	XY	55	1.44736842105263
29_1	ERR1019038	S_Japanese-1	EastAsia	XY	67	1.76315789473684
29_2	ERR1019038	S_Japanese-1	EastAsia	XY	68	1.78947368421053
30_0	ERR1019038	S_Japanese-1	EastAsia	XY	65	1.71052631578947
30_1	ERR1019038	S_Japanese-1	EastAsia	XY	78	2.05263157894737
31_0	ERR1019038	S_Japanese-1	EastAsia	XY	58	1.52631578947368
31_1	ERR1019038	S_Japanese-1	EastAsia	XY	73	1.92105263157895
32_0	ERR1019038	S_Japanese-1	EastAsia	XY	69	1.81578947368421
32_1	ERR1019038	S_Japanese-1	EastAsia	XY	63	1.65789473684211
33_0	ERR1019038	S_Japanese-1	EastAsia	XY	82	2.15789473684211
34_0	ERR1019038	S_Japanese-1	EastAsia	XY	78	2.05263157894737
DMD	ERR1019038	S_Japanese-1	EastAsia	XY	40	1.05263157894737
4_0	ERR1019040	S_Papuan-3	Oceania	XY	13	0.928571428571429
5_0	ERR1019040	S_Papuan-3	Oceania	XY	10	0.714285714285714
6_0	ERR1019040	S_Papuan-3	Oceania	XY	173	12.3571428571429
8_0	ERR1019040	S_Papuan-3	Oceania	XY	25	1.78571428571429
9_0	ERR1019040	S_Papuan-3	Oceania	XY	17	1.21428571428571
10_0	ERR1019040	S_Papuan-3	Oceania	XY	23	1.64285714285714
10_1	ERR1019040	S_Papuan-3	Oceania	XY	26	1.85714285714286
11_0	ERR1019040	S_Papuan-3	Oceania	XY	27	1.92857142857143
12_0	ERR1019040	S_Papuan-3	Oceania	XY	32	2.28571428571429
13_0	ERR1019040	S_Papuan-3	Oceania	XY	26	1.85714285714286
14_0	ERR1019040	S_Papuan-3	Oceania	XY	29	2.07142857142857
14_1	ERR1019040	S_Papuan-3	Oceania	XY	22	1.57142857142857
16_0	ERR1019040	S_Papuan-3	Oceania	XY	21	1.5
17_0	ERR1019040	S_Papuan-3	Oceania	XY	11	0.785714285714286
17_1	ERR1019040	S_Papuan-3	Oceania	XY	30	2.14285714285714
18_0	ERR1019040	S_Papuan-3	Oceania	XY	23	1.64285714285714
18_1	ERR1019040	S_Papuan-3	Oceania	XY	15	1.07142857142857
21_0	ERR1019040	S_Papuan-3	Oceania	XY	518	37
23_0	ERR1019040	S_Papuan-3	Oceania	XY	30	2.14285714285714
24_0	ERR1019040	S_Papuan-3	Oceania	XY	38	2.71428571428571
25_0	ERR1019040	S_Papuan-3	Oceania	XY	17	1.21428571428571
26_0	ERR1019040	S_Papuan-3	Oceania	XY	120	8.57142857142857
27_0	ERR1019040	S_Papuan-3	Oceania	XY	44	3.14285714285714
29_0	ERR1019040	S_Papuan-3	Oceania	XY	17	1.21428571428571
29_1	ERR1019040	S_Papuan-3	Oceania	XY	21	1.5
29_2	ERR1019040	S_Papuan-3	Oceania	XY	21	1.5
30_0	ERR1019040	S_Papuan-3	Oceania	XY	19	1.35714285714286
30_1	ERR1019040	S_Papuan-3	Oceania	XY	29	2.07142857142857
31_0	ERR1019040	S_Papuan-3	Oceania	XY	16	1.14285714285714
31_1	ERR1019040	S_Papuan-3	Oceania	XY	25	1.78571428571429
32_0	ERR1019040	S_Papuan-3	Oceania	XY	22	1.57142857142857
32_1	ERR1019040	S_Papuan-3	Oceania	XY	18	1.28571428571429
33_0	ERR1019040	S_Papuan-3	Oceania	XY	32	2.28571428571429
34_0	ERR1019040	S_Papuan-3	Oceania	XY	28	2
DMD	ERR1019040	S_Papuan-3	Oceania	XY	15	1.07142857142857
4_0	ERR1019041	S_Adygei-1	WestEurasia	XY	20	1.05263157894737
5_0	ERR1019041	S_Adygei-1	WestEurasia	XY	12	0.631578947368421
6_0	ERR1019041	S_Adygei-1	WestEurasia	XY	289	15.2105263157895
8_0	ERR1019041	S_Adygei-1	WestEurasia	XY	38	2
9_0	ERR1019041	S_Adygei-1	WestEurasia	XY	31	1.63157894736842
10_0	ERR1019041	S_Adygei-1	WestEurasia	XY	34	1.78947368421053
10_1	ERR1019041	S_Adygei-1	WestEurasia	XY	37	1.94736842105263
11_0	ERR1019041	S_Adygei-1	WestEurasia	XY	39	2.05263157894737
12_0	ERR1019041	S_Adygei-1	WestEurasia	XY	43	2.26315789473684
13_0	ERR1019041	S_Adygei-1	WestEurasia	XY	41	2.15789473684211
14_0	ERR1019041	S_Adygei-1	WestEurasia	XY	40	2.10526315789474
14_1	ERR1019041	S_Adygei-1	WestEurasia	XY	35	1.84210526315789
16_0	ERR1019041	S_Adygei-1	WestEurasia	XY	35	1.84210526315789
17_0	ERR1019041	S_Adygei-1	WestEurasia	XY	15	0.789473684210526
17_1	ERR1019041	S_Adygei-1	WestEurasia	XY	40	2.10526315789474
18_0	ERR1019041	S_Adygei-1	WestEurasia	XY	37	1.94736842105263
18_1	ERR1019041	S_Adygei-1	WestEurasia	XY	20	1.05263157894737
21_0	ERR1019041	S_Adygei-1	WestEurasia	XY	1046	55.0526315789474
23_0	ERR1019041	S_Adygei-1	WestEurasia	XY	42	2.21052631578947
24_0	ERR1019041	S_Adygei-1	WestEurasia	XY	101	5.31578947368421
25_0	ERR1019041	S_Adygei-1	WestEurasia	XY	22	1.15789473684211
26_0	ERR1019041	S_Adygei-1	WestEurasia	XY	142	7.47368421052632
27_0	ERR1019041	S_Adygei-1	WestEurasia	XY	89	4.68421052631579
29_0	ERR1019041	S_Adygei-1	WestEurasia	XY	28	1.47368421052632
29_1	ERR1019041	S_Adygei-1	WestEurasia	XY	32	1.68421052631579
29_2	ERR1019041	S_Adygei-1	WestEurasia	XY	34	1.78947368421053
30_0	ERR1019041	S_Adygei-1	WestEurasia	XY	30	1.57894736842105
30_1	ERR1019041	S_Adygei-1	WestEurasia	XY	40	2.10526315789474
31_0	ERR1019041	S_Adygei-1	WestEurasia	XY	33	1.73684210526316
31_1	ERR1019041	S_Adygei-1	WestEurasia	XY	38	2
32_0	ERR1019041	S_Adygei-1	WestEurasia	XY	72	3.78947368421053
32_1	ERR1019041	S_Adygei-1	WestEurasia	XY	35	1.84210526315789
33_0	ERR1019041	S_Adygei-1	WestEurasia	XY	44	2.31578947368421
34_0	ERR1019041	S_Adygei-1	WestEurasia	XY	43	2.26315789473684
DMD	ERR1019041	S_Adygei-1	WestEurasia	XY	20	1.05263157894737
4_0	ERR1019043	S_BantuHerero-2	Africa	XY	18	0.947368421052632
5_0	ERR1019043	S_BantuHerero-2	Africa	XY	13	0.684210526315789
6_0	ERR1019043	S_BantuHerero-2	Africa	XY	364	19.1578947368421
8_0	ERR1019043	S_BantuHerero-2	Africa	XY	38	2
9_0	ERR1019043	S_BantuHerero-2	Africa	XY	30	1.57894736842105
10_0	ERR1019043	S_BantuHerero-2	Africa	XY	34	1.78947368421053
10_1	ERR1019043	S_BantuHerero-2	Africa	XY	38	2
11_0	ERR1019043	S_BantuHerero-2	Africa	XY	38	2
12_0	ERR1019043	S_BantuHerero-2	Africa	XY	43	2.26315789473684
13_0	ERR1019043	S_BantuHerero-2	Africa	XY	38	2
14_0	ERR1019043	S_BantuHerero-2	Africa	XY	39	2.05263157894737
14_1	ERR1019043	S_BantuHerero-2	Africa	XY	32	1.68421052631579
16_0	ERR1019043	S_BantuHerero-2	Africa	XY	35	1.84210526315789
17_0	ERR1019043	S_BantuHerero-2	Africa	XY	16	0.842105263157895
17_1	ERR1019043	S_BantuHerero-2	Africa	XY	40	2.10526315789474
18_0	ERR1019043	S_BantuHerero-2	Africa	XY	36	1.89473684210526
18_1	ERR1019043	S_BantuHerero-2	Africa	XY	18	0.947368421052632
21_0	ERR1019043	S_BantuHerero-2	Africa	XY	428	22.5263157894737
23_0	ERR1019043	S_BantuHerero-2	Africa	XY	40	2.10526315789474
24_0	ERR1019043	S_BantuHerero-2	Africa	XY	145	7.63157894736842
25_0	ERR1019043	S_BantuHerero-2	Africa	XY	21	1.10526315789474
26_0	ERR1019043	S_BantuHerero-2	Africa	XY	163	8.57894736842105
27_0	ERR1019043	S_BantuHerero-2	Africa	XY	79	4.15789473684211
29_0	ERR1019043	S_BantuHerero-2	Africa	XY	28	1.47368421052632
29_1	ERR1019043	S_BantuHerero-2	Africa	XY	31	1.63157894736842
29_2	ERR1019043	S_BantuHerero-2	Africa	XY	35	1.84210526315789
30_0	ERR1019043	S_BantuHerero-2	Africa	XY	29	1.52631578947368
30_1	ERR1019043	S_BantuHerero-2	Africa	XY	40	2.10526315789474
31_0	ERR1019043	S_BantuHerero-2	Africa	XY	30	1.57894736842105
31_1	ERR1019043	S_BantuHerero-2	Africa	XY	37	1.94736842105263
32_0	ERR1019043	S_BantuHerero-2	Africa	XY	35	1.84210526315789
32_1	ERR1019043	S_BantuHerero-2	Africa	XY	33	1.73684210526316
33_0	ERR1019043	S_BantuHerero-2	Africa	XY	43	2.26315789473684
34_0	ERR1019043	S_BantuHerero-2	Africa	XY	40	2.10526315789474
DMD	ERR1019043	S_BantuHerero-2	Africa	XY	20	1.05263157894737
4_0	ERR1019045	S_Basque-1	WestEurasia	XY	20	1.05263157894737
5_0	ERR1019045	S_Basque-1	WestEurasia	XY	14	0.736842105263158
6_0	ERR1019045	S_Basque-1	WestEurasia	XY	313	16.4736842105263
8_0	ERR1019045	S_Basque-1	WestEurasia	XY	37	1.94736842105263
9_0	ERR1019045	S_Basque-1	WestEurasia	XY	32	1.68421052631579
10_0	ERR1019045	S_Basque-1	WestEurasia	XY	36	1.89473684210526
10_1	ERR1019045	S_Basque-1	WestEurasia	XY	38	2
11_0	ERR1019045	S_Basque-1	WestEurasia	XY	39	2.05263157894737
12_0	ERR1019045	S_Basque-1	WestEurasia	XY	42	2.21052631578947
13_0	ERR1019045	S_Basque-1	WestEurasia	XY	41	2.15789473684211
14_0	ERR1019045	S_Basque-1	WestEurasia	XY	39	2.05263157894737
14_1	ERR1019045	S_Basque-1	WestEurasia	XY	32	1.68421052631579
16_0	ERR1019045	S_Basque-1	WestEurasia	XY	34	1.78947368421053
17_0	ERR1019045	S_Basque-1	WestEurasia	XY	15	0.789473684210526
17_1	ERR1019045	S_Basque-1	WestEurasia	XY	40	2.10526315789474
18_0	ERR1019045	S_Basque-1	WestEurasia	XY	42	2.21052631578947
18_1	ERR1019045	S_Basque-1	WestEurasia	XY	19	1
21_0	ERR1019045	S_Basque-1	WestEurasia	XY	592.5	31.1842105263158
23_0	ERR1019045	S_Basque-1	WestEurasia	XY	43	2.26315789473684
24_0	ERR1019045	S_Basque-1	WestEurasia	XY	130	6.84210526315789
25_0	ERR1019045	S_Basque-1	WestEurasia	XY	23	1.21052631578947
26_0	ERR1019045	S_Basque-1	WestEurasia	XY	163	8.57894736842105
27_0	ERR1019045	S_Basque-1	WestEurasia	XY	125	6.57894736842105
29_0	ERR1019045	S_Basque-1	WestEurasia	XY	31	1.63157894736842
29_1	ERR1019045	S_Basque-1	WestEurasia	XY	36	1.89473684210526
29_2	ERR1019045	S_Basque-1	WestEurasia	XY	36	1.89473684210526
30_0	ERR1019045	S_Basque-1	WestEurasia	XY	32	1.68421052631579
30_1	ERR1019045	S_Basque-1	WestEurasia	XY	40	2.10526315789474
31_0	ERR1019045	S_Basque-1	WestEurasia	XY	29	1.52631578947368
31_1	ERR1019045	S_Basque-1	WestEurasia	XY	37	1.94736842105263
32_0	ERR1019045	S_Basque-1	WestEurasia	XY	55	2.89473684210526
32_1	ERR1019045	S_Basque-1	WestEurasia	XY	36	1.89473684210526
33_0	ERR1019045	S_Basque-1	WestEurasia	XY	45	2.36842105263158
34_0	ERR1019045	S_Basque-1	WestEurasia	XY	42	2.21052631578947
DMD	ERR1019045	S_Basque-1	WestEurasia	XY	20	1.05263157894737
4_0	ERR1019050	S_Brahui-1	SouthAsia	XY	16	0.941176470588235
5_0	ERR1019050	S_Brahui-1	SouthAsia	XY	14	0.823529411764706
6_0	ERR1019050	S_Brahui-1	SouthAsia	XY	279	16.4117647058824
8_0	ERR1019050	S_Brahui-1	SouthAsia	XY	34	2
9_0	ERR1019050	S_Brahui-1	SouthAsia	XY	28	1.64705882352941
10_0	ERR1019050	S_Brahui-1	SouthAsia	XY	30	1.76470588235294
10_1	ERR1019050	S_Brahui-1	SouthAsia	XY	36	2.11764705882353
11_0	ERR1019050	S_Brahui-1	SouthAsia	XY	35	2.05882352941176
12_0	ERR1019050	S_Brahui-1	SouthAsia	XY	37	2.17647058823529
13_0	ERR1019050	S_Brahui-1	SouthAsia	XY	36	2.11764705882353
14_0	ERR1019050	S_Brahui-1	SouthAsia	XY	35	2.05882352941176
14_1	ERR1019050	S_Brahui-1	SouthAsia	XY	30	1.76470588235294
16_0	ERR1019050	S_Brahui-1	SouthAsia	XY	33	1.94117647058824
17_0	ERR1019050	S_Brahui-1	SouthAsia	XY	14	0.823529411764706
17_1	ERR1019050	S_Brahui-1	SouthAsia	XY	36	2.11764705882353
18_0	ERR1019050	S_Brahui-1	SouthAsia	XY	33	1.94117647058824
18_1	ERR1019050	S_Brahui-1	SouthAsia	XY	18	1.05882352941176
21_0	ERR1019050	S_Brahui-1	SouthAsia	XY	987.5	58.0882352941176
23_0	ERR1019050	S_Brahui-1	SouthAsia	XY	37	2.17647058823529
24_0	ERR1019050	S_Brahui-1	SouthAsia	XY	68	4
25_0	ERR1019050	S_Brahui-1	SouthAsia	XY	19	1.11764705882353
26_0	ERR1019050	S_Brahui-1	SouthAsia	XY	160	9.41176470588235
27_0	ERR1019050	S_Brahui-1	SouthAsia	XY	82	4.82352941176471
29_0	ERR1019050	S_Brahui-1	SouthAsia	XY	26	1.52941176470588
29_1	ERR1019050	S_Brahui-1	SouthAsia	XY	31	1.82352941176471
29_2	ERR1019050	S_Brahui-1	SouthAsia	XY	31	1.82352941176471
30_0	ERR1019050	S_Brahui-1	SouthAsia	XY	30	1.76470588235294
30_1	ERR1019050	S_Brahui-1	SouthAsia	XY	35	2.05882352941176
31_0	ERR1019050	S_Brahui-1	SouthAsia	XY	27	1.58823529411765
31_1	ERR1019050	S_Brahui-1	SouthAsia	XY	33	1.94117647058824
32_0	ERR1019050	S_Brahui-1	SouthAsia	XY	48	2.82352941176471
32_1	ERR1019050	S_Brahui-1	SouthAsia	XY	34	2
33_0	ERR1019050	S_Brahui-1	SouthAsia	XY	40	2.35294117647059
34_0	ERR1019050	S_Brahui-1	SouthAsia	XY	38	2.23529411764706
DMD	ERR1019050	S_Brahui-1	SouthAsia	XY	18	1.05882352941176
4_0	ERR1019051	S_Brahui-2	SouthAsia	XY	14	0.875
5_0	ERR1019051	S_Brahui-2	SouthAsia	XY	9	0.5625
6_0	ERR1019051	S_Brahui-2	SouthAsia	XY	257	16.0625
8_0	ERR1019051	S_Brahui-2	SouthAsia	XY	31	1.9375
9_0	ERR1019051	S_Brahui-2	SouthAsia	XY	24	1.5
10_0	ERR1019051	S_Brahui-2	SouthAsia	XY	28	1.75
10_1	ERR1019051	S_Brahui-2	SouthAsia	XY	32	2
