AR	ind	sample_id	region	sex	median_cov	normalized_cov
33_0	ERR1347664	S_Yi-1	EastAsia	XY	39	2.29411764705882
34_0	ERR1347664	S_Yi-1	EastAsia	XY	34	2
DMD	ERR1347664	S_Yi-1	EastAsia	XY	18	1.05882352941176
4_0	ERR1347665	S_Armenian-1	WestEurasia	XY	17	0.894736842105263
5_0	ERR1347665	S_Armenian-1	WestEurasia	XY	12	0.631578947368421
6_0	ERR1347665	S_Armenian-1	WestEurasia	XY	341	17.9473684210526
8_0	ERR1347665	S_Armenian-1	WestEurasia	XY	36	1.89473684210526
9_0	ERR1347665	S_Armenian-1	WestEurasia	XY	27	1.42105263157895
10_0	ERR1347665	S_Armenian-1	WestEurasia	XY	33	1.73684210526316
10_1	ERR1347665	S_Armenian-1	WestEurasia	XY	35	1.84210526315789
11_0	ERR1347665	S_Armenian-1	WestEurasia	XY	36	1.89473684210526
12_0	ERR1347665	S_Armenian-1	WestEurasia	XY	54	2.84210526315789
13_0	ERR1347665	S_Armenian-1	WestEurasia	XY	35	1.84210526315789
14_0	ERR1347665	S_Armenian-1	WestEurasia	XY	37	1.94736842105263
14_1	ERR1347665	S_Armenian-1	WestEurasia	XY	30	1.57894736842105
16_0	ERR1347665	S_Armenian-1	WestEurasia	XY	31	1.63157894736842
17_0	ERR1347665	S_Armenian-1	WestEurasia	XY	16	0.842105263157895
17_1	ERR1347665	S_Armenian-1	WestEurasia	XY	38	2
18_0	ERR1347665	S_Armenian-1	WestEurasia	XY	31	1.63157894736842
18_1	ERR1347665	S_Armenian-1	WestEurasia	XY	19	1
21_0	ERR1347665	S_Armenian-1	WestEurasia	XY	1019	53.6315789473684
23_0	ERR1347665	S_Armenian-1	WestEurasia	XY	38	2
24_0	ERR1347665	S_Armenian-1	WestEurasia	XY	95	5
25_0	ERR1347665	S_Armenian-1	WestEurasia	XY	22	1.15789473684211
26_0	ERR1347665	S_Armenian-1	WestEurasia	XY	122	6.42105263157895
27_0	ERR1347665	S_Armenian-1	WestEurasia	XY	121	6.36842105263158
29_0	ERR1347665	S_Armenian-1	WestEurasia	XY	26	1.36842105263158
29_1	ERR1347665	S_Armenian-1	WestEurasia	XY	29	1.52631578947368
29_2	ERR1347665	S_Armenian-1	WestEurasia	XY	30	1.57894736842105
30_0	ERR1347665	S_Armenian-1	WestEurasia	XY	31	1.63157894736842
30_1	ERR1347665	S_Armenian-1	WestEurasia	XY	37	1.94736842105263
31_0	ERR1347665	S_Armenian-1	WestEurasia	XY	28	1.47368421052632
31_1	ERR1347665	S_Armenian-1	WestEurasia	XY	34	1.78947368421053
32_0	ERR1347665	S_Armenian-1	WestEurasia	XY	50	2.63157894736842
32_1	ERR1347665	S_Armenian-1	WestEurasia	XY	32	1.68421052631579
33_0	ERR1347665	S_Armenian-1	WestEurasia	XY	41	2.15789473684211
34_0	ERR1347665	S_Armenian-1	WestEurasia	XY	35	1.84210526315789
DMD	ERR1347665	S_Armenian-1	WestEurasia	XY	20	1.05263157894737
4_0	ERR1347666	S_Estonian-2	WestEurasia	XY	16	1
5_0	ERR1347666	S_Estonian-2	WestEurasia	XY	10	0.625
6_0	ERR1347666	S_Estonian-2	WestEurasia	XY	262	16.375
8_0	ERR1347666	S_Estonian-2	WestEurasia	XY	31	1.9375
9_0	ERR1347666	S_Estonian-2	WestEurasia	XY	27	1.6875
10_0	ERR1347666	S_Estonian-2	WestEurasia	XY	28	1.75
10_1	ERR1347666	S_Estonian-2	WestEurasia	XY	31	1.9375
11_0	ERR1347666	S_Estonian-2	WestEurasia	XY	33	2.0625
12_0	ERR1347666	S_Estonian-2	WestEurasia	XY	36	2.25
13_0	ERR1347666	S_Estonian-2	WestEurasia	XY	32	2
14_0	ERR1347666	S_Estonian-2	WestEurasia	XY	34	2.125
14_1	ERR1347666	S_Estonian-2	WestEurasia	XY	28	1.75
16_0	ERR1347666	S_Estonian-2	WestEurasia	XY	27	1.6875
17_0	ERR1347666	S_Estonian-2	WestEurasia	XY	16	1
17_1	ERR1347666	S_Estonian-2	WestEurasia	XY	34	2.125
18_0	ERR1347666	S_Estonian-2	WestEurasia	XY	33	2.0625
18_1	ERR1347666	S_Estonian-2	WestEurasia	XY	17	1.0625
21_0	ERR1347666	S_Estonian-2	WestEurasia	XY	669	41.8125
23_0	ERR1347666	S_Estonian-2	WestEurasia	XY	33	2.0625
24_0	ERR1347666	S_Estonian-2	WestEurasia	XY	92	5.75
25_0	ERR1347666	S_Estonian-2	WestEurasia	XY	19	1.1875
26_0	ERR1347666	S_Estonian-2	WestEurasia	XY	96	6
27_0	ERR1347666	S_Estonian-2	WestEurasia	XY	95	5.9375
29_0	ERR1347666	S_Estonian-2	WestEurasia	XY	23	1.4375
29_1	ERR1347666	S_Estonian-2	WestEurasia	XY	27	1.6875
29_2	ERR1347666	S_Estonian-2	WestEurasia	XY	26	1.625
30_0	ERR1347666	S_Estonian-2	WestEurasia	XY	26	1.625
30_1	ERR1347666	S_Estonian-2	WestEurasia	XY	33	2.0625
31_0	ERR1347666	S_Estonian-2	WestEurasia	XY	25	1.5625
31_1	ERR1347666	S_Estonian-2	WestEurasia	XY	30	1.875
32_0	ERR1347666	S_Estonian-2	WestEurasia	XY	42	2.625
32_1	ERR1347666	S_Estonian-2	WestEurasia	XY	27	1.6875
33_0	ERR1347666	S_Estonian-2	WestEurasia	XY	35	2.1875
34_0	ERR1347666	S_Estonian-2	WestEurasia	XY	33	2.0625
DMD	ERR1347666	S_Estonian-2	WestEurasia	XY	17	1.0625
4_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	16	0.842105263157895
5_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	14	0.736842105263158
6_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	376	19.7894736842105
8_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	36	1.89473684210526
9_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	30	1.57894736842105
10_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	32	1.68421052631579
10_1	ERR1347667	S_Lezgin-2	WestEurasia	XY	38	2
11_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	38	2
12_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	41	2.15789473684211
13_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	36	1.89473684210526
14_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	38	2
14_1	ERR1347667	S_Lezgin-2	WestEurasia	XY	31	1.63157894736842
16_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	32	1.68421052631579
17_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	14	0.736842105263158
17_1	ERR1347667	S_Lezgin-2	WestEurasia	XY	39	2.05263157894737
18_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	32	1.68421052631579
18_1	ERR1347667	S_Lezgin-2	WestEurasia	XY	18	0.947368421052632
21_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	749	39.4210526315789
23_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	39	2.05263157894737
24_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	113	5.94736842105263
25_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	20	1.05263157894737
26_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	93	4.89473684210526
27_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	95	5
29_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	28	1.47368421052632
29_1	ERR1347667	S_Lezgin-2	WestEurasia	XY	31	1.63157894736842
29_2	ERR1347667	S_Lezgin-2	WestEurasia	XY	30	1.57894736842105
30_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	31	1.63157894736842
30_1	ERR1347667	S_Lezgin-2	WestEurasia	XY	36	1.89473684210526
31_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	30	1.57894736842105
31_1	ERR1347667	S_Lezgin-2	WestEurasia	XY	36	1.89473684210526
32_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	35	1.84210526315789
32_1	ERR1347667	S_Lezgin-2	WestEurasia	XY	35	1.84210526315789
33_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	43	2.26315789473684
34_0	ERR1347667	S_Lezgin-2	WestEurasia	XY	38	2
DMD	ERR1347667	S_Lezgin-2	WestEurasia	XY	20	1.05263157894737
4_0	ERR1347668	S_Greek-1	WestEurasia	XY	15	0.882352941176471
5_0	ERR1347668	S_Greek-1	WestEurasia	XY	13	0.764705882352941
6_0	ERR1347668	S_Greek-1	WestEurasia	XY	474	27.8823529411765
8_0	ERR1347668	S_Greek-1	WestEurasia	XY	32	1.88235294117647
9_0	ERR1347668	S_Greek-1	WestEurasia	XY	25	1.47058823529412
10_0	ERR1347668	S_Greek-1	WestEurasia	XY	29	1.70588235294118
10_1	ERR1347668	S_Greek-1	WestEurasia	XY	33	1.94117647058824
11_0	ERR1347668	S_Greek-1	WestEurasia	XY	33	1.94117647058824
12_0	ERR1347668	S_Greek-1	WestEurasia	XY	38	2.23529411764706
13_0	ERR1347668	S_Greek-1	WestEurasia	XY	35	2.05882352941176
14_0	ERR1347668	S_Greek-1	WestEurasia	XY	35	2.05882352941176
14_1	ERR1347668	S_Greek-1	WestEurasia	XY	29	1.70588235294118
16_0	ERR1347668	S_Greek-1	WestEurasia	XY	30	1.76470588235294
17_0	ERR1347668	S_Greek-1	WestEurasia	XY	13	0.764705882352941
17_1	ERR1347668	S_Greek-1	WestEurasia	XY	36	2.11764705882353
18_0	ERR1347668	S_Greek-1	WestEurasia	XY	34	2
18_1	ERR1347668	S_Greek-1	WestEurasia	XY	19	1.11764705882353
21_0	ERR1347668	S_Greek-1	WestEurasia	XY	656	38.5882352941176
23_0	ERR1347668	S_Greek-1	WestEurasia	XY	36	2.11764705882353
24_0	ERR1347668	S_Greek-1	WestEurasia	XY	119	7
25_0	ERR1347668	S_Greek-1	WestEurasia	XY	20	1.17647058823529
26_0	ERR1347668	S_Greek-1	WestEurasia	XY	155	9.11764705882353
27_0	ERR1347668	S_Greek-1	WestEurasia	XY	96	5.64705882352941
29_0	ERR1347668	S_Greek-1	WestEurasia	XY	23	1.35294117647059
29_1	ERR1347668	S_Greek-1	WestEurasia	XY	29	1.70588235294118
29_2	ERR1347668	S_Greek-1	WestEurasia	XY	28	1.64705882352941
30_0	ERR1347668	S_Greek-1	WestEurasia	XY	24	1.41176470588235
30_1	ERR1347668	S_Greek-1	WestEurasia	XY	37	2.17647058823529
31_0	ERR1347668	S_Greek-1	WestEurasia	XY	26	1.52941176470588
31_1	ERR1347668	S_Greek-1	WestEurasia	XY	32	1.88235294117647
32_0	ERR1347668	S_Greek-1	WestEurasia	XY	30	1.76470588235294
32_1	ERR1347668	S_Greek-1	WestEurasia	XY	29	1.70588235294118
33_0	ERR1347668	S_Greek-1	WestEurasia	XY	39	2.29411764705882
34_0	ERR1347668	S_Greek-1	WestEurasia	XY	36	2.11764705882353
DMD	ERR1347668	S_Greek-1	WestEurasia	XY	18	1.05882352941176
4_0	ERR1347669	S_Bengali-1	SouthAsia	XY	19	0.95
5_0	ERR1347669	S_Bengali-1	SouthAsia	XY	14	0.7
6_0	ERR1347669	S_Bengali-1	SouthAsia	XY	386	19.3
8_0	ERR1347669	S_Bengali-1	SouthAsia	XY	40	2
9_0	ERR1347669	S_Bengali-1	SouthAsia	XY	31	1.55
10_0	ERR1347669	S_Bengali-1	SouthAsia	XY	35	1.75
10_1	ERR1347669	S_Bengali-1	SouthAsia	XY	38	1.9
11_0	ERR1347669	S_Bengali-1	SouthAsia	XY	40	2
12_0	ERR1347669	S_Bengali-1	SouthAsia	XY	44	2.2
13_0	ERR1347669	S_Bengali-1	SouthAsia	XY	40	2
14_0	ERR1347669	S_Bengali-1	SouthAsia	XY	42	2.1
14_1	ERR1347669	S_Bengali-1	SouthAsia	XY	33	1.65
16_0	ERR1347669	S_Bengali-1	SouthAsia	XY	33	1.65
17_0	ERR1347669	S_Bengali-1	SouthAsia	XY	16	0.8
17_1	ERR1347669	S_Bengali-1	SouthAsia	XY	42	2.1
18_0	ERR1347669	S_Bengali-1	SouthAsia	XY	34	1.7
18_1	ERR1347669	S_Bengali-1	SouthAsia	XY	21	1.05
21_0	ERR1347669	S_Bengali-1	SouthAsia	XY	848.5	42.425
23_0	ERR1347669	S_Bengali-1	SouthAsia	XY	44	2.2
24_0	ERR1347669	S_Bengali-1	SouthAsia	XY	86	4.3
25_0	ERR1347669	S_Bengali-1	SouthAsia	XY	24	1.2
26_0	ERR1347669	S_Bengali-1	SouthAsia	XY	145	7.25
27_0	ERR1347669	S_Bengali-1	SouthAsia	XY	111	5.55
29_0	ERR1347669	S_Bengali-1	SouthAsia	XY	30	1.5
29_1	ERR1347669	S_Bengali-1	SouthAsia	XY	33	1.65
29_2	ERR1347669	S_Bengali-1	SouthAsia	XY	36	1.8
30_0	ERR1347669	S_Bengali-1	SouthAsia	XY	35	1.75
30_1	ERR1347669	S_Bengali-1	SouthAsia	XY	42	2.1
31_0	ERR1347669	S_Bengali-1	SouthAsia	XY	33	1.65
31_1	ERR1347669	S_Bengali-1	SouthAsia	XY	40	2
32_0	ERR1347669	S_Bengali-1	SouthAsia	XY	36	1.8
32_1	ERR1347669	S_Bengali-1	SouthAsia	XY	35	1.75
33_0	ERR1347669	S_Bengali-1	SouthAsia	XY	47	2.35
34_0	ERR1347669	S_Bengali-1	SouthAsia	XY	41	2.05
DMD	ERR1347669	S_Bengali-1	SouthAsia	XY	21	1.05
4_0	ERR1347670	S_Gambian-1	Africa	XY	17	0.944444444444444
5_0	ERR1347670	S_Gambian-1	Africa	XY	10	0.555555555555556
6_0	ERR1347670	S_Gambian-1	Africa	XY	364	20.2222222222222
8_0	ERR1347670	S_Gambian-1	Africa	XY	36	2
9_0	ERR1347670	S_Gambian-1	Africa	XY	28	1.55555555555556
10_0	ERR1347670	S_Gambian-1	Africa	XY	33	1.83333333333333
10_1	ERR1347670	S_Gambian-1	Africa	XY	35	1.94444444444444
11_0	ERR1347670	S_Gambian-1	Africa	XY	36	2
12_0	ERR1347670	S_Gambian-1	Africa	XY	40	2.22222222222222
13_0	ERR1347670	S_Gambian-1	Africa	XY	37	2.05555555555556
14_0	ERR1347670	S_Gambian-1	Africa	XY	37	2.05555555555556
14_1	ERR1347670	S_Gambian-1	Africa	XY	30	1.66666666666667
16_0	ERR1347670	S_Gambian-1	Africa	XY	33	1.83333333333333
17_0	ERR1347670	S_Gambian-1	Africa	XY	15	0.833333333333333
17_1	ERR1347670	S_Gambian-1	Africa	XY	38	2.11111111111111
18_0	ERR1347670	S_Gambian-1	Africa	XY	35	1.94444444444444
18_1	ERR1347670	S_Gambian-1	Africa	XY	20	1.11111111111111
21_0	ERR1347670	S_Gambian-1	Africa	XY	704	39.1111111111111
23_0	ERR1347670	S_Gambian-1	Africa	XY	40	2.22222222222222
24_0	ERR1347670	S_Gambian-1	Africa	XY	53	2.94444444444444
25_0	ERR1347670	S_Gambian-1	Africa	XY	21	1.16666666666667
26_0	ERR1347670	S_Gambian-1	Africa	XY	152	8.44444444444444
27_0	ERR1347670	S_Gambian-1	Africa	XY	75	4.16666666666667
29_0	ERR1347670	S_Gambian-1	Africa	XY	24	1.33333333333333
29_1	ERR1347670	S_Gambian-1	Africa	XY	32	1.77777777777778
29_2	ERR1347670	S_Gambian-1	Africa	XY	28	1.55555555555556
30_0	ERR1347670	S_Gambian-1	Africa	XY	27	1.5
30_1	ERR1347670	S_Gambian-1	Africa	XY	38	2.11111111111111
31_0	ERR1347670	S_Gambian-1	Africa	XY	28	1.55555555555556
31_1	ERR1347670	S_Gambian-1	Africa	XY	35	1.94444444444444
32_0	ERR1347670	S_Gambian-1	Africa	XY	50	2.77777777777778
32_1	ERR1347670	S_Gambian-1	Africa	XY	30	1.66666666666667
33_0	ERR1347670	S_Gambian-1	Africa	XY	42	2.33333333333333
34_0	ERR1347670	S_Gambian-1	Africa	XY	37	2.05555555555556
DMD	ERR1347670	S_Gambian-1	Africa	XY	19	1.05555555555556
4_0	ERR1347671	S_Mende-1	Africa	XY	16	0.842105263157895
5_0	ERR1347671	S_Mende-1	Africa	XY	10	0.526315789473684
6_0	ERR1347671	S_Mende-1	Africa	XY	276	14.5263157894737
8_0	ERR1347671	S_Mende-1	Africa	XY	37	1.94736842105263
9_0	ERR1347671	S_Mende-1	Africa	XY	31	1.63157894736842
10_0	ERR1347671	S_Mende-1	Africa	XY	33	1.73684210526316
10_1	ERR1347671	S_Mende-1	Africa	XY	36	1.89473684210526
11_0	ERR1347671	S_Mende-1	Africa	XY	38	2
12_0	ERR1347671	S_Mende-1	Africa	XY	41	2.15789473684211
13_0	ERR1347671	S_Mende-1	Africa	XY	39	2.05263157894737
14_0	ERR1347671	S_Mende-1	Africa	XY	39	2.05263157894737
14_1	ERR1347671	S_Mende-1	Africa	XY	33	1.73684210526316
16_0	ERR1347671	S_Mende-1	Africa	XY	34	1.78947368421053
17_0	ERR1347671	S_Mende-1	Africa	XY	15	0.789473684210526
17_1	ERR1347671	S_Mende-1	Africa	XY	39	2.05263157894737
18_0	ERR1347671	S_Mende-1	Africa	XY	38	2
18_1	ERR1347671	S_Mende-1	Africa	XY	20	1.05263157894737
21_0	ERR1347671	S_Mende-1	Africa	XY	842	44.3157894736842
23_0	ERR1347671	S_Mende-1	Africa	XY	41	2.15789473684211
24_0	ERR1347671	S_Mende-1	Africa	XY	72	3.78947368421053
25_0	ERR1347671	S_Mende-1	Africa	XY	21	1.10526315789474
26_0	ERR1347671	S_Mende-1	Africa	XY	151	7.94736842105263
27_0	ERR1347671	S_Mende-1	Africa	XY	75	3.94736842105263
29_0	ERR1347671	S_Mende-1	Africa	XY	27	1.42105263157895
29_1	ERR1347671	S_Mende-1	Africa	XY	32	1.68421052631579
29_2	ERR1347671	S_Mende-1	Africa	XY	31	1.63157894736842
30_0	ERR1347671	S_Mende-1	Africa	XY	28	1.47368421052632
30_1	ERR1347671	S_Mende-1	Africa	XY	39	2.05263157894737
31_0	ERR1347671	S_Mende-1	Africa	XY	30	1.57894736842105
31_1	ERR1347671	S_Mende-1	Africa	XY	35	1.84210526315789
32_0	ERR1347671	S_Mende-1	Africa	XY	50	2.63157894736842
32_1	ERR1347671	S_Mende-1	Africa	XY	32	1.68421052631579
33_0	ERR1347671	S_Mende-1	Africa	XY	44	2.31578947368421
34_0	ERR1347671	S_Mende-1	Africa	XY	41	2.15789473684211
DMD	ERR1347671	S_Mende-1	Africa	XY	20	1.05263157894737
4_0	ERR1347674	S_Estonian-1	WestEurasia	XY	16	0.888888888888889
5_0	ERR1347674	S_Estonian-1	WestEurasia	XY	10	0.555555555555556
6_0	ERR1347674	S_Estonian-1	WestEurasia	XY	450	25
8_0	ERR1347674	S_Estonian-1	WestEurasia	XY	35	1.94444444444444
9_0	ERR1347674	S_Estonian-1	WestEurasia	XY	29	1.61111111111111
10_0	ERR1347674	S_Estonian-1	WestEurasia	XY	30	1.66666666666667
10_1	ERR1347674	S_Estonian-1	WestEurasia	XY	34	1.88888888888889
11_0	ERR1347674	S_Estonian-1	WestEurasia	XY	36	2
12_0	ERR1347674	S_Estonian-1	WestEurasia	XY	40	2.22222222222222
13_0	ERR1347674	S_Estonian-1	WestEurasia	XY	35	1.94444444444444
14_0	ERR1347674	S_Estonian-1	WestEurasia	XY	37	2.05555555555556
14_1	ERR1347674	S_Estonian-1	WestEurasia	XY	30	1.66666666666667
16_0	ERR1347674	S_Estonian-1	WestEurasia	XY	34	1.88888888888889
17_0	ERR1347674	S_Estonian-1	WestEurasia	XY	13	0.722222222222222
17_1	ERR1347674	S_Estonian-1	WestEurasia	XY	38	2.11111111111111
18_0	ERR1347674	S_Estonian-1	WestEurasia	XY	34	1.88888888888889
18_1	ERR1347674	S_Estonian-1	WestEurasia	XY	18	1
21_0	ERR1347674	S_Estonian-1	WestEurasia	XY	474	26.3333333333333
23_0	ERR1347674	S_Estonian-1	WestEurasia	XY	38	2.11111111111111
24_0	ERR1347674	S_Estonian-1	WestEurasia	XY	104	5.77777777777778
25_0	ERR1347674	S_Estonian-1	WestEurasia	XY	20	1.11111111111111
26_0	ERR1347674	S_Estonian-1	WestEurasia	XY	169	9.38888888888889
27_0	ERR1347674	S_Estonian-1	WestEurasia	XY	92	5.11111111111111
29_0	ERR1347674	S_Estonian-1	WestEurasia	XY	27	1.5
29_1	ERR1347674	S_Estonian-1	WestEurasia	XY	30	1.66666666666667
29_2	ERR1347674	S_Estonian-1	WestEurasia	XY	31	1.72222222222222
30_0	ERR1347674	S_Estonian-1	WestEurasia	XY	29	1.61111111111111
30_1	ERR1347674	S_Estonian-1	WestEurasia	XY	35	1.94444444444444
31_0	ERR1347674	S_Estonian-1	WestEurasia	XY	26	1.44444444444444
31_1	ERR1347674	S_Estonian-1	WestEurasia	XY	34	1.88888888888889
32_0	ERR1347674	S_Estonian-1	WestEurasia	XY	32	1.77777777777778
32_1	ERR1347674	S_Estonian-1	WestEurasia	XY	31	1.72222222222222
33_0	ERR1347674	S_Estonian-1	WestEurasia	XY	41	2.27777777777778
34_0	ERR1347674	S_Estonian-1	WestEurasia	XY	35	1.94444444444444
DMD	ERR1347674	S_Estonian-1	WestEurasia	XY	19	1.05555555555556
4_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	16	0.842105263157895
5_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	15	0.789473684210526
6_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	264	13.8947368421053
8_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	37	1.94736842105263
9_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	31	1.63157894736842
10_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	31	1.63157894736842
10_1	ERR1347675	S_Lezgin-1	WestEurasia	NA	37	1.94736842105263
11_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	37	1.94736842105263
12_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	41	2.15789473684211
13_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	36	1.89473684210526
14_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	38	2
14_1	ERR1347675	S_Lezgin-1	WestEurasia	NA	32	1.68421052631579
16_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	35	1.84210526315789
17_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	16	0.842105263157895
17_1	ERR1347675	S_Lezgin-1	WestEurasia	NA	40	2.10526315789474
18_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	34	1.78947368421053
18_1	ERR1347675	S_Lezgin-1	WestEurasia	NA	18	0.947368421052632
21_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	815	42.8947368421053
23_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	39	2.05263157894737
24_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	90	4.73684210526316
25_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	21	1.10526315789474
26_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	200	10.5263157894737
27_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	109	5.73684210526316
29_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	30	1.57894736842105
29_1	ERR1347675	S_Lezgin-1	WestEurasia	NA	30	1.57894736842105
29_2	ERR1347675	S_Lezgin-1	WestEurasia	NA	30	1.57894736842105
30_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	27	1.42105263157895
30_1	ERR1347675	S_Lezgin-1	WestEurasia	NA	39	2.05263157894737
31_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	29	1.52631578947368
31_1	ERR1347675	S_Lezgin-1	WestEurasia	NA	35	1.84210526315789
32_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	51	2.68421052631579
32_1	ERR1347675	S_Lezgin-1	WestEurasia	NA	32	1.68421052631579
33_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	43	2.26315789473684
34_0	ERR1347675	S_Lezgin-1	WestEurasia	NA	38	2
DMD	ERR1347675	S_Lezgin-1	WestEurasia	NA	20	1.05263157894737
4_0	ERR1347680	S_BantuKenya-1	Africa	XY	21	0.954545454545455
5_0	ERR1347680	S_BantuKenya-1	Africa	XY	15	0.681818181818182
6_0	ERR1347680	S_BantuKenya-1	Africa	XY	471	21.4090909090909
8_0	ERR1347680	S_BantuKenya-1	Africa	XY	43	1.95454545454545
9_0	ERR1347680	S_BantuKenya-1	Africa	XY	34	1.54545454545455
10_0	ERR1347680	S_BantuKenya-1	Africa	XY	40	1.81818181818182
10_1	ERR1347680	S_BantuKenya-1	Africa	XY	42	1.90909090909091
11_0	ERR1347680	S_BantuKenya-1	Africa	XY	44	2
12_0	ERR1347680	S_BantuKenya-1	Africa	XY	49	2.22727272727273
13_0	ERR1347680	S_BantuKenya-1	Africa	XY	45	2.04545454545455
14_0	ERR1347680	S_BantuKenya-1	Africa	XY	46	2.09090909090909
14_1	ERR1347680	S_BantuKenya-1	Africa	XY	39	1.77272727272727
16_0	ERR1347680	S_BantuKenya-1	Africa	XY	39	1.77272727272727
17_0	ERR1347680	S_BantuKenya-1	Africa	XY	18	0.818181818181818
17_1	ERR1347680	S_BantuKenya-1	Africa	XY	47	2.13636363636364
18_0	ERR1347680	S_BantuKenya-1	Africa	XY	42	1.90909090909091
18_1	ERR1347680	S_BantuKenya-1	Africa	XY	23	1.04545454545455
21_0	ERR1347680	S_BantuKenya-1	Africa	XY	937	42.5909090909091
23_0	ERR1347680	S_BantuKenya-1	Africa	XY	48	2.18181818181818
24_0	ERR1347680	S_BantuKenya-1	Africa	XY	92	4.18181818181818
25_0	ERR1347680	S_BantuKenya-1	Africa	XY	25	1.13636363636364
26_0	ERR1347680	S_BantuKenya-1	Africa	XY	178	8.09090909090909
27_0	ERR1347680	S_BantuKenya-1	Africa	XY	106	4.81818181818182
29_0	ERR1347680	S_BantuKenya-1	Africa	XY	29	1.31818181818182
29_1	ERR1347680	S_BantuKenya-1	Africa	XY	39	1.77272727272727
29_2	ERR1347680	S_BantuKenya-1	Africa	XY	39	1.77272727272727
30_0	ERR1347680	S_BantuKenya-1	Africa	XY	33	1.5
30_1	ERR1347680	S_BantuKenya-1	Africa	XY	46	2.09090909090909
31_0	ERR1347680	S_BantuKenya-1	Africa	XY	35	1.59090909090909
31_1	ERR1347680	S_BantuKenya-1	Africa	XY	43	1.95454545454545
32_0	ERR1347680	S_BantuKenya-1	Africa	XY	40	1.81818181818182
32_1	ERR1347680	S_BantuKenya-1	Africa	XY	38	1.72727272727273
33_0	ERR1347680	S_BantuKenya-1	Africa	XY	51	2.31818181818182
34_0	ERR1347680	S_BantuKenya-1	Africa	XY	47	2.13636363636364
DMD	ERR1347680	S_BantuKenya-1	Africa	XY	24	1.09090909090909
4_0	ERR1347681	S_Tujia-1	EastAsia	XY	22	0.956521739130435
5_0	ERR1347681	S_Tujia-1	EastAsia	XY	17	0.739130434782609
6_0	ERR1347681	S_Tujia-1	EastAsia	XY	457	19.8695652173913
8_0	ERR1347681	S_Tujia-1	EastAsia	XY	45	1.95652173913043
9_0	ERR1347681	S_Tujia-1	EastAsia	XY	38	1.65217391304348
10_0	ERR1347681	S_Tujia-1	EastAsia	XY	39	1.69565217391304
10_1	ERR1347681	S_Tujia-1	EastAsia	XY	43	1.8695652173913
11_0	ERR1347681	S_Tujia-1	EastAsia	XY	44	1.91304347826087
12_0	ERR1347681	S_Tujia-1	EastAsia	XY	50	2.17391304347826
13_0	ERR1347681	S_Tujia-1	EastAsia	XY	46	2
14_0	ERR1347681	S_Tujia-1	EastAsia	XY	47	2.04347826086957
14_1	ERR1347681	S_Tujia-1	EastAsia	XY	41	1.78260869565217
16_0	ERR1347681	S_Tujia-1	EastAsia	XY	41	1.78260869565217
